Player,DOB,player_key,Team,Position,Games played,Entering NCAA Season,Height Display,Weight Display,Active hand,Nationality,Category,Metric,Per-game value,NCAA Avg,Percentile,Season,Season GP,Season Points,Season Goals,Season Assists,Season PIM
Verner Miettinen,2003-04-07,Verner Miettinen|2003-04-07,St. Cloud State,F,27,4,"5'11""",165,Left,,Offense,Inner Slot Shots,0.48,0.559438202247191,45.92696629213483,2025-26,27,13.0,4.0,9.0,
Samuel Sjolund,2001-05-19,Samuel Sjolund|2001-05-19,Western Michigan,D,40,4,"6'3""",190,Left,,Offense,Inner Slot Shots,0.05,0.09891025641025641,28.525641025641026,2025-26,40,28.0,6.0,22.0,
George Krotiris,2002-08-08,George Krotiris|2002-08-08,Robert Morris,F,40,4,"5'11""",165,Left,,Offense,Inner Slot Shots,0.65,0.559438202247191,68.67977528089888,2025-26,40,15.0,6.0,9.0,
Victor Czerneckianair,2002-02-17,Victor Czerneckianair|2002-02-17,Quinnipiac,F,40,5,"5'11""",174,Left,,Offense,Inner Slot Shots,0.6,0.559438202247191,62.21910112359551,2025-26,40,19.0,6.0,13.0,
Jude Brower,2001-06-11,Jude Brower|2001-06-11,Army West Point,D,34,4,"6'1""",181,Left,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,34,14.0,5.0,9.0,
Simon Isabelle,2001-01-12,Simon Isabelle|2001-01-12,RIT,F,33,5,"5'11""",174,Right,,Offense,Inner Slot Shots,0.61,0.559438202247191,63.90449438202247,2025-26,33,15.0,5.0,10.0,
Alexander Krause,2001-07-22,Alexander Krause|2001-07-22,Dartmouth,F,34,5,"6'1""",190,Left,,Offense,Inner Slot Shots,0.59,0.559438202247191,60.67415730337079,2025-26,34,12.0,5.0,7.0,
Sebastian Tornqvist,2003-05-22,Sebastian Tornqvist|2003-05-22,Vermont,D,34,4,"5'11""",187,Right,,Offense,Inner Slot Shots,0.12,0.09891025641025641,76.28205128205127,2025-26,34,14.0,5.0,9.0,
Karter McNarland,2003-02-10,Karter McNarland|2003-02-10,Alaska Anchorage,F,34,4,"5'11""",185,Left,,Offense,Inner Slot Shots,0.44,0.559438202247191,38.48314606741573,2025-26,34,25.0,5.0,20.0,
Arlo Merritt,2001-01-31,Arlo Merritt|2001-01-31,Bentley,F,40,5,"6'3""",205,Left,,Offense,Inner Slot Shots,0.57,0.559438202247191,57.4438202247191,2025-26,40,17.0,6.0,11.0,
Nick DeSantis,2002-05-02,Nick DeSantis|2002-05-02,Cornell,F,35,5,"5'9""",154,Right,,Offense,Inner Slot Shots,0.4,0.559438202247191,31.741573033707866,2025-26,35,10.0,5.0,5.0,
Vincent Borgesi,2004-03-02,Vincent Borgesi|2004-03-02,Northeastern,D,36,5,"5'8""",172,Right,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,36,18.0,5.0,13.0,
Ryan Gordon,2002-05-05,Ryan Gordon|2002-05-05,Ohio State,F,37,4,"6'0""",185,Right,,Offense,Inner Slot Shots,0.54,0.559438202247191,52.94943820224719,2025-26,37,21.0,5.0,16.0,
Gavin Mccarthy,2005-06-02,Gavin Mccarthy|2005-06-02,Boston University,D,37,4,"6'2""",185,Right,,Offense,Inner Slot Shots,0.08,0.09891025641025641,57.37179487179487,2025-26,37,22.0,5.0,17.0,
Kieran Cebrian,2003-03-31,Kieran Cebrian|2003-03-31,Denver,F,44,4,"6'2""",194,Left,,Offense,Inner Slot Shots,0.52,0.559438202247191,49.71910112359551,2025-26,44,17.0,6.0,11.0,
Ty Daneault,2004-12-20,Ty Daneault|2004-12-20,Merrimack,F,21,4,"5'11""",192,Right,,Offense,Inner Slot Shots,0.57,0.559438202247191,57.4438202247191,2025-26,21,8.0,3.0,5.0,
Anthony Menghini,2002-12-03,Anthony Menghini|2002-12-03,North Dakota,F,37,4,"5'10""",187,Left,,Offense,Inner Slot Shots,0.35,0.559438202247191,24.859550561797754,2025-26,37,14.0,5.0,9.0,
Ryan Coughlin,2001-02-09,Ryan Coughlin|2001-02-09,Mercyhurst,F,37,5,"6'0""",181,Right,,Offense,Inner Slot Shots,0.51,0.559438202247191,48.45505617977528,2025-26,37,11.0,5.0,6.0,
Clint Levens,2003-06-19,Clint Levens|2003-06-19,Providence,F,35,4,"6'3""",185,Right,,Offense,Inner Slot Shots,0.26,0.559438202247191,13.202247191011235,2025-26,35,13.0,5.0,8.0,
McKay Hayes,2002-01-27,McKay Hayes|2002-01-27,Robert Morris,F,14,4,"6'2""",205,Left,,Offense,Inner Slot Shots,0.29,0.559438202247191,16.713483146067414,2025-26,14,6.0,2.0,4.0,
Bobby Metz,2001-08-20,Bobby Metz|2001-08-20,Colgate,D,28,5,"5'9""",179,Right,,Offense,Inner Slot Shots,0.18,0.09891025641025641,88.46153846153845,2025-26,28,5.0,4.0,1.0,
Lucas Olvestad,2002-03-19,Lucas Olvestad|2002-03-19,UMass Minuteme,D,37,5,"6'1""",190,Left,,Offense,Inner Slot Shots,0.08,0.09891025641025641,57.37179487179487,2025-26,37,15.0,5.0,10.0,
Owen McLaughlin,2003-03-25,Owen McLaughlin|2003-03-25,Boston University,F,35,5,"6'0""",174,Left,,Offense,Inner Slot Shots,0.37,0.559438202247191,27.668539325842694,2025-26,35,20.0,5.0,15.0,
Frank Djurasevic,2002-03-09,Frank Djurasevic|2002-03-09,Maine,D,35,4,"6'2""",198,Right,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,35,13.0,5.0,8.0,
Casey McDonald,2001-05-10,Casey McDonald|2001-05-10,Long Island,F,35,5,"6'1""",185,Right,,Offense,Inner Slot Shots,0.8,0.559438202247191,79.91573033707866,2025-26,35,12.0,5.0,7.0,
Cade Ahrenholz,2002-11-30,Cade Ahrenholz|2002-11-30,Alaska,F,14,5,"6'3""",218,Right,,Offense,Inner Slot Shots,0.14,0.559438202247191,4.073033707865169,2025-26,14,6.0,2.0,4.0,
Jarod Crespo,2002-04-30,Jarod Crespo|2002-04-30,Penn State,D,36,5,"6'0""",190,Right,,Offense,Inner Slot Shots,0.22,0.09891025641025641,92.94871794871796,2025-26,36,17.0,5.0,12.0,
Carter Batchelder,2003-02-25,Carter Batchelder|2003-02-25,Lake Superior State,F,36,4,"5'10""",176,Left,,Offense,Inner Slot Shots,0.56,0.559438202247191,56.17977528089888,2025-26,36,14.0,5.0,9.0,
Matthew Perkins,2004-01-21,Matthew Perkins|2004-01-21,Northeastern,F,29,4,"5'11""",172,Left,,Offense,Inner Slot Shots,0.41,0.559438202247191,33.56741573033708,2025-26,29,7.0,4.0,3.0,
Conor Cole,2001-10-28,Conor Cole|2001-10-28,Alaska Anchorage,F,22,5,"5'10""",183,Left,,Offense,Inner Slot Shots,0.41,0.559438202247191,33.56741573033708,2025-26,22,11.0,3.0,8.0,
Will Gilson,2001-06-28,Will Gilson|2001-06-28,Quinnipiac,D,37,5,"6'0""",170,Right,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,37,28.0,5.0,23.0,
Matthew Fusco,2003-03-07,Matthew Fusco|2003-03-07,Dartmouth,D,31,4,"5'11""",194,Right,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,31,6.0,4.0,2.0,
Evan Orr,2001-01-09,Evan Orr|2001-01-09,Stonehill,D,38,5,"5'11""",185,Left,,Offense,Inner Slot Shots,0.05,0.09891025641025641,28.525641025641026,2025-26,38,19.0,5.0,14.0,
Mack Oliphant,2002-12-28,Mack Oliphant|2002-12-28,Holy Cross,D,38,5,"6'3""",194,Right,,Offense,Inner Slot Shots,0.13,0.09891025641025641,79.48717948717949,2025-26,38,17.0,5.0,12.0,
Timothy Heinke,2001-10-02,Timothy Heinke|2001-10-02,Holy Cross,F,38,4,"6'1""",194,Left,,Offense,Inner Slot Shots,0.61,0.559438202247191,63.90449438202247,2025-26,38,15.0,5.0,10.0,
Matt Basgall,2002-08-16,Matt Basgall|2002-08-16,Michigan State,D,39,5,"5'10""",190,Right,,Offense,Inner Slot Shots,0.05,0.09891025641025641,28.525641025641026,2025-26,39,22.0,5.0,17.0,
Hunter Andrew,2002-10-25,Hunter Andrew|2002-10-25,Canisius,F,30,5,"6'0""",165,Left,,Offense,Inner Slot Shots,0.3,0.559438202247191,18.258426966292134,2025-26,30,12.0,4.0,8.0,
Sasha Teleguine,2002-09-17,Sasha Teleguine|2002-09-17,Lake Superior State,F,38,5,"5'11""",194,Left,,Offense,Inner Slot Shots,0.39,0.559438202247191,30.0561797752809,2025-26,38,13.0,5.0,8.0,
Zach Bookman,2002-03-29,Zach Bookman|2002-03-29,Western Michigan,D,39,5,"5'11""",176,Right,,Offense,Inner Slot Shots,0.1,0.09891025641025641,66.98717948717949,2025-26,39,17.0,5.0,12.0,
Xavier Jean-Louis,2001-06-25,Xavier Jean-Louis|2001-06-25,Ferris State,D,39,5,"6'5""",212,Left,,Offense,Inner Slot Shots,0.08,0.09891025641025641,57.37179487179487,2025-26,39,15.0,5.0,10.0,
John Herrington,2002-04-19,John Herrington|2002-04-19,Lake Superior State,F,38,4,"5'11""",181,Left,,Offense,Inner Slot Shots,0.45,0.559438202247191,41.01123595505618,2025-26,38,13.0,5.0,8.0,
Eric Charpentier,2002-06-10,Eric Charpentier|2002-06-10,Dartmouth,D,34,4,"6'3""",205,Left,,Offense,Inner Slot Shots,,0.09891025641025641,,2025-26,34,13.0,4.0,9.0,
Philippe Jacques,2002-10-29,Philippe Jacques|2002-10-29,RIT,F,33,5,"6'4""",205,Left,,Offense,Inner Slot Shots,0.45,0.559438202247191,41.01123595505618,2025-26,33,8.0,4.0,4.0,
Isack Bandu,2001-05-03,Isack Bandu|2001-05-03,St. Lawrence,D,32,5,"6'2""",194,Left,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,32,4.0,4.0,,
Ben Troumbly,2001-11-21,Ben Troumbly|2001-11-21,Augustana,F,26,4,"5'7""",150,Right,,Offense,Inner Slot Shots,0.08,0.559438202247191,1.2640449438202246,2025-26,26,8.0,3.0,5.0,
Adam Ingram,2003-10-14,Adam Ingram|2003-10-14,St. Cloud State,F,24,5,"6'2""",161,Left,,Offense,Inner Slot Shots,0.54,0.559438202247191,52.94943820224719,2025-26,24,13.0,3.0,10.0,
Robert Kincaid,2002-05-13,Robert Kincaid|2002-05-13,Canisius,D,33,5,"6'2""",185,Left,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,33,14.0,4.0,10.0,
Stefano Bottini,2002-05-03,Stefano Bottini|2002-05-03,Canisius,F,32,5,"6'0""",181,Left,,Offense,Inner Slot Shots,0.28,0.559438202247191,15.308988764044946,2025-26,32,8.0,4.0,4.0,
Joey Potter,2003-05-09,Joey Potter|2003-05-09,Alaska Anchorage,D,33,4,"5'11""",185,Right,,Offense,Inner Slot Shots,0.15,0.09891025641025641,83.97435897435898,2025-26,33,11.0,4.0,7.0,
Xavier Lapointe,2002-01-26,Xavier Lapointe|2002-01-26,RIT,D,17,5,"6'0""",185,Left,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,17,7.0,2.0,5.0,
Riley Stuart,2002-01-17,Riley Stuart|2002-01-17,Colorado College,F,34,4,"6'2""",201,Right,,Offense,Inner Slot Shots,0.44,0.559438202247191,38.48314606741573,2025-26,34,8.0,4.0,4.0,
Abram Wiebe,2003-08-28,Abram Wiebe|2003-08-28,North Dakota,D,41,4,"6'2""",187,Left,,Offense,Inner Slot Shots,0.24,0.09891025641025641,93.58974358974359,2025-26,41,31.0,5.0,26.0,
Jonathan Ziskie,2001-03-19,Jonathan Ziskie|2001-03-19,Niagara,D,34,4,"6'3""",187,Left,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,34,12.0,4.0,8.0,
Shawn O'Donnell,2003-06-21,Shawn O'Donnell|2003-06-21,Clarkson,F,34,4,"5'11""",181,Left,,Offense,Inner Slot Shots,0.32,0.559438202247191,20.50561797752809,2025-26,34,8.0,4.0,4.0,
Caige Sterzer,2000-08-08,Caige Sterzer|2000-08-08,St. Thomas,F,34,5,"6'5""",216,Left,,Offense,Inner Slot Shots,0.82,0.559438202247191,82.7247191011236,2025-26,34,13.0,4.0,9.0,
Jake Livanavage,2004-05-06,Jake Livanavage|2004-05-06,North Dakota,D,41,4,"5'10""",174,Left,,Offense,Inner Slot Shots,0.07,0.09891025641025641,50.0,2025-26,41,25.0,5.0,20.0,
Jacob Slipec,2001-12-05,Jacob Slipec|2001-12-05,Nebraska-Omaha,F,34,5,"5'11""",187,Right,,Offense,Inner Slot Shots,0.09,0.559438202247191,1.6853932584269662,2025-26,34,8.0,4.0,4.0,
Kienan Draper,2002-02-19,Kienan Draper|2002-02-19,Michigan,F,42,5,"6'0""",187,Right,,Offense,Inner Slot Shots,0.43,0.559438202247191,36.235955056179776,2025-26,42,18.0,5.0,13.0,
Matt Argentina,2003-01-16,Matt Argentina|2003-01-16,Northern Michigan,F,34,5,"5'11""",194,Right,,Offense,Inner Slot Shots,0.47,0.559438202247191,44.9438202247191,2025-26,34,10.0,4.0,6.0,
Garrett Horsager,2002-02-02,Garrett Horsager|2002-02-02,Bentley,D,24,4,"6'0""",181,Left,,Offense,Inner Slot Shots,0.17,0.09891025641025641,87.5,2025-26,24,8.0,3.0,5.0,
Nathan McBrayer,2004-05-11,Nathan McBrayer|2004-05-11,Ohio State,D,36,4,"6'0""",194,Left,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,36,10.0,4.0,6.0,
Luc Laylin,2001-12-30,Luc Laylin|2001-12-30,St. Thomas,F,37,5,"5'8""",170,Right,,Offense,Inner Slot Shots,0.24,0.559438202247191,10.955056179775282,2025-26,37,6.0,4.0,2.0,
Drew Fortescue,2005-04-28,Drew Fortescue|2005-04-28,Boston College,D,37,4,"6'2""",176,Left,,Offense,Inner Slot Shots,0.05,0.09891025641025641,28.525641025641026,2025-26,37,14.0,4.0,10.0,
Jimmy Clark,2004-09-24,Jimmy Clark|2004-09-24,Minnesota,F,37,4,"6'0""",179,Left,,Offense,Inner Slot Shots,0.43,0.559438202247191,36.235955056179776,2025-26,37,14.0,4.0,10.0,
David Ma,2002-06-22,David Ma|2002-06-22,Princeton,D,35,5,"5'11""",174,Left,,Offense,Inner Slot Shots,0.2,0.09891025641025641,90.7051282051282,2025-26,35,9.0,4.0,5.0,
William Howard,2001-11-30,William Howard|2001-11-30,Augustana,F,38,4,"6'2""",190,Left,,Offense,Inner Slot Shots,0.39,0.559438202247191,30.0561797752809,2025-26,38,8.0,4.0,4.0,
Lane Brockhoff,2000-04-11,Lane Brockhoff|2000-04-11,Niagara,D,35,5,"6'1""",207,Left,,Offense,Inner Slot Shots,0.2,0.09891025641025641,90.7051282051282,2025-26,35,15.0,4.0,11.0,
Ryan Alexander,2002-06-17,Ryan Alexander|2002-06-17,Colorado College,F,35,5,"5'10""",179,Left,,Offense,Inner Slot Shots,0.4,0.559438202247191,31.741573033707866,2025-26,35,15.0,4.0,11.0,
Holden Doell,2003-12-01,Holden Doell|2003-12-01,Ferris State,F,27,4,"5'11""",185,Right,,Offense,Inner Slot Shots,0.41,0.559438202247191,33.56741573033708,2025-26,27,8.0,3.0,5.0,
Owen Murray,2002-12-01,Owen Murray|2002-12-01,UMass Minuteme,D,35,5,"5'10""",181,Right,,Offense,Inner Slot Shots,0.09,0.09891025641025641,63.46153846153846,2025-26,35,9.0,4.0,5.0,
Charlie Schoen,2001-06-02,Charlie Schoen|2001-06-02,St. Thomas,F,28,4,"5'10""",161,Right,,Offense,Inner Slot Shots,0.32,0.559438202247191,20.50561797752809,2025-26,28,17.0,3.0,14.0,
Robby Newton,2001-07-16,Robby Newton|2001-07-16,Colgate,F,35,4,"5'9""",194,Right,,Offense,Inner Slot Shots,0.14,0.559438202247191,4.073033707865169,2025-26,35,8.0,4.0,4.0,
Nate Benoit,2002-11-26,Nate Benoit|2002-11-26,Long Island,D,35,4,"6'1""",187,Left,,Offense,Inner Slot Shots,0.11,0.09891025641025641,71.7948717948718,2025-26,35,15.0,4.0,11.0,
Thomas Sinclair,2002-12-26,Thomas Sinclair|2002-12-26,Vermont,F,35,5,"6'3""",194,Right,,Offense,Inner Slot Shots,0.37,0.559438202247191,27.668539325842694,2025-26,35,10.0,4.0,6.0,
Cy LeClerc,2002-08-17,Cy LeClerc|2002-08-17,New Hampshire,F,35,5,"5'9""",174,Left,,Offense,Inner Slot Shots,0.23,0.559438202247191,9.410112359550562,2025-26,35,17.0,4.0,13.0,
Cale Ashcroft,2004-08-05,Cale Ashcroft|2004-08-05,Denver,D,44,4,"5'10""",185,Left,,Offense,Inner Slot Shots,0.07,0.09891025641025641,50.0,2025-26,44,15.0,5.0,10.0,
Grant Ahcan,2002-05-18,Grant Ahcan|2002-05-18,St. Cloud State,F,36,5,"5'11""",165,Left,,Offense,Inner Slot Shots,0.44,0.559438202247191,38.48314606741573,2025-26,36,9.0,4.0,5.0,
Michael Craig,2002-08-26,Michael Craig|2002-08-26,Robert Morris,D,27,4,"5'10""",174,Right,,Offense,Inner Slot Shots,,0.09891025641025641,,2025-26,27,14.0,3.0,11.0,
Gunnar Thoreson,2002-03-19,Gunnar Thoreson|2002-03-19,St. Lawrence,F,35,4,"5'10""",185,Left,,Offense,Inner Slot Shots,0.26,0.559438202247191,13.202247191011235,2025-26,35,10.0,4.0,6.0,
TJ Schweighardt,2001-03-15,TJ Schweighardt|2001-03-15,UMass-Lowell,D,36,5,"6'0""",181,Right,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,36,19.0,4.0,15.0,
Ryan Healey,2004-05-19,Ryan Healey|2004-05-19,Harvard,D,35,5,"6'0""",176,Right,,Offense,Inner Slot Shots,0.11,0.09891025641025641,71.7948717948718,2025-26,35,11.0,4.0,7.0,
Thomas Freel,2001-06-26,Thomas Freel|2001-06-26,Maine,F,35,5,"5'11""",181,Left,,Offense,Inner Slot Shots,0.74,0.559438202247191,76.54494382022472,2025-26,35,13.0,4.0,9.0,
Austen May,2003-05-19,Austen May|2003-05-19,Northeastern,D,36,5,"5'11""",170,Right,,Offense,Inner Slot Shots,0.11,0.09891025641025641,71.7948717948718,2025-26,36,10.0,4.0,6.0,
Dario Beljo,2002-08-15,Dario Beljo|2002-08-15,Robert Morris,F,27,4,"6'3""",190,Left,,Offense,Inner Slot Shots,0.33,0.559438202247191,22.6123595505618,2025-26,27,6.0,3.0,3.0,
Matthew Morden,2004-07-29,Matthew Morden|2004-07-29,Harvard,D,35,4,"6'4""",203,Left,,Offense,Inner Slot Shots,0.14,0.09891025641025641,82.05128205128204,2025-26,35,20.0,4.0,16.0,
Ethan Bono,2004-01-15,Ethan Bono|2004-01-15,Rensselaer,F,36,4,"6'3""",201,Left,,Offense,Inner Slot Shots,0.47,0.559438202247191,44.9438202247191,2025-26,36,11.0,4.0,7.0,
William Smith,2003-03-29,William Smith|2003-03-29,Ohio State,D,37,4,"6'1""",194,Left,,Offense,Inner Slot Shots,0.11,0.09891025641025641,71.7948717948718,2025-26,37,12.0,4.0,8.0,
Luke van Why,2003-01-21,Luke van Why|2003-01-21,Robert Morris,D,31,4,"5'10""",172,Right,,Offense,Inner Slot Shots,0.06,0.09891025641025641,40.705128205128204,2025-26,31,9.0,3.0,6.0,
Ethan Zielke,2003-08-03,Ethan Zielke|2003-08-03,Lindenwood,F,29,4,"5'10""",179,Left,,Offense,Inner Slot Shots,0.41,0.559438202247191,33.56741573033708,2025-26,29,12.0,3.0,9.0,
John Driscoll,2001-08-19,John Driscoll|2001-08-19,Sacred Heart,D,41,5,"6'4""",205,Left,,Offense,Inner Slot Shots,0.15,0.09891025641025641,83.97435897435898,2025-26,41,12.0,4.0,8.0,
Tyler Rubin,2003-01-10,Tyler Rubin|2003-01-10,Princeton,D,31,5,"5'10""",150,Left,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,31,16.0,3.0,13.0,
Brady Hunter,2002-07-27,Brady Hunter|2002-07-27,Stonehill,F,31,4,"5'8""",174,Left,,Offense,Inner Slot Shots,0.32,0.559438202247191,20.50561797752809,2025-26,31,8.0,3.0,5.0,
Kalen Szeto,2002-10-12,Kalen Szeto|2002-10-12,Yale,F,31,5,"5'7""",154,Right,,Offense,Inner Slot Shots,0.13,0.559438202247191,3.2303370786516856,2025-26,31,5.0,3.0,2.0,
Trevor Russell,2000-02-02,Trevor Russell|2000-02-02,Rensselaer,D,30,5,"6'2""",205,Right,,Offense,Inner Slot Shots,0.07,0.09891025641025641,50.0,2025-26,30,4.0,3.0,1.0,
Campbell Cichosz,2001-08-23,Campbell Cichosz|2001-08-23,Minnesota State,D,40,5,"6'1""",185,Right,,Offense,Inner Slot Shots,0.1,0.09891025641025641,66.98717948717949,2025-26,40,13.0,4.0,9.0,
Kyle Gaffney,2001-09-05,Kyle Gaffney|2001-09-05,Minnesota Duluth,F,39,5,"6'0""",181,Left,,Offense,Inner Slot Shots,0.62,0.559438202247191,65.30898876404494,2025-26,39,17.0,4.0,13.0,
Luca Fantilli,2002-12-30,Luca Fantilli|2002-12-30,Michigan,D,42,5,"6'0""",183,Left,,Offense,Inner Slot Shots,0.07,0.09891025641025641,50.0,2025-26,42,18.0,4.0,14.0,
Michael Cataldo,2003-05-04,Michael Cataldo|2003-05-04,Brown,F,31,4,"6'1""",201,Right,,Offense,Inner Slot Shots,0.23,0.559438202247191,9.410112359550562,2025-26,31,7.0,3.0,4.0,
Jakob Stender,2002-08-07,Jakob Stender|2002-08-07,Minnesota State,D,40,4,"6'1""",185,Left,,Offense,Inner Slot Shots,0.5,0.09891025641025641,99.35897435897436,2025-26,40,8.0,4.0,4.0,
Mikey Adamson,2001-08-16,Mikey Adamson|2001-08-16,Sacred Heart,D,40,5,"5'9""",170,Left,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,40,33.0,4.0,29.0,
Elan Bar-Lev-Wise,2001-02-01,Elan Bar-Lev-Wise|2001-02-01,Yale,F,11,4,"6'0""",190,Right,,Offense,Inner Slot Shots,0.18,0.559438202247191,6.03932584269663,2025-26,11,1.0,1.0,,
Connor Eddy,2002-04-18,Connor Eddy|2002-04-18,UMass-Lowell,F,33,5,"6'1""",201,Left,,Offense,Inner Slot Shots,0.45,0.559438202247191,41.01123595505618,2025-26,33,9.0,3.0,6.0,
Ethan Benz,2001-03-29,Ethan Benz|2001-03-29,Union,F,22,5,"6'1""",190,Left,,Offense,Inner Slot Shots,0.32,0.559438202247191,20.50561797752809,2025-26,22,4.0,2.0,2.0,
Eli Sebastian,2004-05-19,Eli Sebastian|2004-05-19,Northeastern,F,35,4,"5'11""",192,Left,,Offense,Inner Slot Shots,0.29,0.559438202247191,16.713483146067414,2025-26,35,6.0,3.0,3.0,
Jacob Badal,2001-10-05,Jacob Badal|2001-10-05,Ferris State,F,22,4,"6'1""",201,Left,,Offense,Inner Slot Shots,0.32,0.559438202247191,20.50561797752809,2025-26,22,4.0,2.0,2.0,
Finlay Williams,2003-04-21,Finlay Williams|2003-04-21,Minnesota State,F,34,4,"6'1""",185,Right,,Offense,Inner Slot Shots,0.32,0.559438202247191,20.50561797752809,2025-26,34,14.0,3.0,11.0,
Barrett Brooks,2001-12-19,Barrett Brooks|2001-12-19,Mercyhurst,F,34,4,"5'7""",170,Right,,Offense,Inner Slot Shots,0.21,0.559438202247191,7.724719101123595,2025-26,34,4.0,3.0,1.0,
Warren Clark,2004-08-31,Warren Clark|2004-08-31,Northern Michigan,D,33,4,"6'3""",194,Right,,Offense,Inner Slot Shots,,0.09891025641025641,,2025-26,33,6.0,3.0,3.0,
Matthew Wilde,2002-04-30,Matthew Wilde|2002-04-30,UMass Minuteme,F,23,4,"6'3""",185,Left,,Offense,Inner Slot Shots,0.35,0.559438202247191,24.859550561797754,2025-26,23,6.0,2.0,4.0,
Owen Mehlenbacher,2004-01-26,Owen Mehlenbacher|2004-01-26,UMass Minuteme,F,33,4,"6'2""",190,Left,,Offense,Inner Slot Shots,0.52,0.559438202247191,49.71910112359551,2025-26,33,10.0,3.0,7.0,
Jaeden Mercier,2002-02-12,Jaeden Mercier|2002-02-12,Lindenwood,F,32,4,"5'11""",170,Right,,Offense,Inner Slot Shots,0.66,0.559438202247191,70.08426966292134,2025-26,32,10.0,3.0,7.0,
Quinton Pepper,2002-01-31,Quinton Pepper|2002-01-31,St. Thomas,F,32,5,"5'0""",159,Right,,Offense,Inner Slot Shots,0.59,0.559438202247191,60.67415730337079,2025-26,32,9.0,3.0,6.0,
Samuel Deckhut,2002-04-02,Samuel Deckhut|2002-04-02,Ohio State,F,33,4,"5'11""",194,Left,,Offense,Inner Slot Shots,0.3,0.559438202247191,18.258426966292134,2025-26,33,6.0,3.0,3.0,
Alex Power,2002-01-04,Alex Power|2002-01-04,Quinnipiac,F,11,4,"6'1""",185,Left,,Offense,Inner Slot Shots,0.27,0.559438202247191,14.606741573033707,2025-26,11,2.0,1.0,1.0,
Boris Skalos,2003-01-16,Boris Skalos|2003-01-16,RIT,F,23,4,"5'11""",185,Right,,Offense,Inner Slot Shots,0.26,0.559438202247191,13.202247191011235,2025-26,23,6.0,2.0,4.0,
Peter Kramer,2002-08-08,Peter Kramer|2002-08-08,Bentley,F,22,4,"5'11""",183,Left,,Offense,Inner Slot Shots,0.55,0.559438202247191,54.634831460674164,2025-26,22,4.0,2.0,2.0,
Kristaps Skrastins,2001-11-20,Kristaps Skrastins|2001-11-20,New Hampshire,F,35,5,"5'10""",179,Right,,Offense,Inner Slot Shots,0.43,0.559438202247191,36.235955056179776,2025-26,35,9.0,3.0,6.0,
Jacob Guevin,2003-01-17,Jacob Guevin|2003-01-17,Nebraska-Omaha,D,33,5,"5'11""",190,Right,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,33,10.0,3.0,7.0,
Anthony Cipollone,2002-05-14,Anthony Cipollone|2002-05-14,Quinnipiac,F,34,5,"5'6""",165,Left,,Offense,Inner Slot Shots,0.35,0.559438202247191,24.859550561797754,2025-26,34,9.0,3.0,6.0,
Frank Ireland,2001-02-06,Frank Ireland|2001-02-06,Stonehill,F,32,4,"5'11""",185,Left,,Offense,Inner Slot Shots,0.31,0.559438202247191,18.96067415730337,2025-26,32,10.0,3.0,7.0,
Andrew Centrella,2004-01-01,Andrew Centrella|2004-01-01,Providence,D,34,4,"5'0""",176,Left,,Offense,Inner Slot Shots,0.03,0.09891025641025641,10.897435897435898,2025-26,34,14.0,3.0,11.0,
Hoyt Stanley,2005-02-04,Hoyt Stanley|2005-02-04,Cornell,D,35,4,"6'3""",201,Right,,Offense,Inner Slot Shots,0.09,0.09891025641025641,63.46153846153846,2025-26,35,15.0,3.0,12.0,
C.J. Foley,2004-02-11,C.J. Foley|2004-02-11,Dartmouth,D,34,4,"5'11""",174,Right,,Offense,Inner Slot Shots,0.38,0.09891025641025641,97.43589743589743,2025-26,34,23.0,3.0,20.0,
Pat Lawn,2001-03-26,Pat Lawn|2001-03-26,Bentley,D,22,4,"5'11""",170,Right,,Offense,Inner Slot Shots,0.05,0.09891025641025641,28.525641025641026,2025-26,22,3.0,2.0,1.0,
Cole Galata,2002-03-18,Cole Galata|2002-03-18,Sacred Heart,F,37,4,"6'0""",181,Right,,Offense,Inner Slot Shots,0.27,0.559438202247191,14.606741573033707,2025-26,37,7.0,3.0,4.0,
Ryan Shostak,2001-09-08,Ryan Shostak|2001-09-08,Brown,F,25,5,"6'0""",190,Left,,Offense,Inner Slot Shots,0.36,0.559438202247191,26.54494382022472,2025-26,25,5.0,2.0,3.0,
